Emp_ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
PM685636,0.78,0.96,3,202,4,1,0,0,marketing,medium
IU451036,0.54,0.52,4,173,2,0,0,0,marketing,medium
IN593514,0.77,0.71,5,250,3,1,0,0,sales,medium
ES496807,0.89,0.63,4,270,3,1,0,0,sales,medium
FE633811,0.16,0.98,3,232,5,0,0,0,sales,medium
PC832658,0.77,0.99,4,260,3,0,0,0,sales,medium
EJ453148,0.69,0.48,5,232,4,0,0,0,sales,medium
ZZ716447,0.61,0.81,4,134,3,0,0,0,sales,medium
LF888900,0.59,0.81,4,189,3,0,0,0,sales,medium
MX191450,0.58,0.8,4,113,3,0,0,0,IT,medium
UX669383,0.88,0.67,5,264,3,0,0,0,product_mng,medium
NR853204,0.51,0.63,5,260,2,0,0,0,product_mng,high
YS690493,0.31,0.7,3,132,3,0,0,0,product_mng,low
YK818762,0.52,0.52,4,168,3,0,0,0,product_mng,medium
WD702594,0.57,0.46,3,186,3,1,0,0,IT,medium
DV142070,0.5,0.77,3,267,2,0,0,0,management,high
MQ186590,0.74,0.63,3,180,3,0,0,0,management,high
YA939955,0.74,0.77,3,211,3,0,0,0,management,high
ZZ188035,0.82,0.51,2,268,2,0,0,0,management,high
UH846748,0.74,0.71,3,206,3,0,0,0,management,high
LK286419,0.2,0.59,6,113,3,0,0,0,management,high
XY678428,0.63,0.48,4,179,3,0,0,0,marketing,low
DB506412,0.19,0.8,6,157,6,1,0,0,sales,low
UF964270,0.4,0.62,4,127,5,0,0,0,accounting,low
JR877630,0.71,0.37,2,179,5,0,0,1,support,low
LR856897,0.84,0.73,4,197,3,0,0,1,technical,low
RL723086,0.59,0.84,4,251,4,1,0,1,management,low
LK439139,0.57,0.85,4,250,3,1,0,1,marketing,low
LA158773,0.81,0.61,2,176,5,0,0,1,marketing,low
SO239894,0.8,0.7,4,246,3,0,0,1,marketing,low
BM385394,0.49,0.66,3,155,3,0,0,1,sales,low
EL990144,0.55,0.64,3,178,2,0,0,1,sales,low
UY323205,0.68,0.4,3,213,5,1,0,1,sales,low
IK667249,0.55,0.67,3,150,2,0,0,1,sales,low
LC931551,0.59,0.62,3,166,2,0,0,0,sales,low
RM150438,0.91,0.8,5,169,4,0,0,0,sales,low
XP862916,0.48,0.9,4,208,3,0,0,0,sales,low
WW506601,0.84,0.66,3,209,2,0,0,0,sales,low
XB671645,0.73,0.54,4,167,3,0,0,0,IT,medium
VP227517,0.28,0.59,6,281,3,0,0,0,product_mng,medium
MC631080,0.77,0.65,3,156,4,0,0,0,product_mng,medium
TO422868,0.67,0.65,3,265,3,0,0,0,product_mng,medium
BO979273,0.5,0.53,3,142,3,1,0,0,product_mng,medium
RO554622,0.32,0.47,3,143,4,0,0,0,IT,medium
AW723707,0.57,0.78,3,134,3,0,0,0,RandD,medium
VG747893,0.51,0.8,5,268,3,0,0,0,RandD,medium
DC772734,0.61,0.6,3,255,2,0,0,0,RandD,medium
AW560831,0.83,0.73,4,157,2,0,0,0,RandD,medium
SR767652,0.87,0.97,5,151,3,0,0,0,RandD,medium
RW909047,0.7,0.63,3,157,2,0,0,0,RandD,medium
ZS396806,0.78,0.65,3,139,3,0,0,0,marketing,high
HG630734,0.71,0.53,4,196,2,1,0,0,sales,low
RK733355,0.68,0.99,3,159,2,0,0,0,accounting,medium
RJ786217,0.75,0.53,4,224,4,1,0,0,support,medium
LL978849,0.7,0.53,3,215,7,1,0,0,technical,medium
MV401270,0.59,0.94,5,157,7,1,0,0,management,medium
VQ174044,0.64,0.87,4,157,7,0,0,0,marketing,low
PW789244,0.61,0.88,5,146,7,1,0,0,marketing,low
PH294180,0.77,0.49,2,286,7,0,0,0,marketing,low
RH841420,0.51,0.64,3,203,3,0,0,0,sales,low
GS540037,0.49,0.49,3,168,7,0,0,0,sales,low
XX999384,0.77,0.75,3,170,7,0,0,0,sales,low
CV946910,0.31,0.86,3,266,7,0,0,0,sales,low
VO924396,0.54,0.76,3,183,3,0,0,0,sales,low
LE177001,0.56,0.66,4,264,3,0,0,0,sales,low
AC600169,0.65,0.77,4,205,3,0,0,0,sales,low
TN450899,0.49,0.36,2,192,3,0,0,0,sales,low
CQ242508,0.82,0.79,3,176,3,0,0,0,technical,low
YW675242,0.6,0.52,3,183,2,0,0,0,support,low
SR140706,0.64,0.63,3,156,6,1,0,0,support,low
ER947435,0.7,0.68,3,150,3,0,0,0,support,low
YP925509,0.65,0.89,4,204,8,1,0,0,support,low
AS832042,0.69,0.78,5,131,8,0,0,0,support,low
LM260570,0.93,0.74,5,248,8,1,0,0,support,low
YI838846,0.55,0.52,4,168,8,0,0,0,support,low
GM683294,0.75,0.87,4,146,8,1,0,0,support,low
HP849652,0.47,0.43,4,246,3,0,0,0,support,low
PB624229,0.72,0.88,5,216,10,1,0,0,support,medium
JQ621802,0.59,0.92,3,203,10,0,0,0,support,medium
RO281690,0.98,0.49,3,199,10,0,0,0,technical,medium
YT790025,0.39,0.52,2,102,8,0,0,0,technical,medium
XK463611,0.93,0.87,4,139,8,0,0,0,technical,medium
AX597749,0.71,0.97,5,208,8,1,0,0,management,medium
BH169874,0.49,0.54,4,215,4,0,0,0,IT,medium
YD297641,0.63,0.93,4,233,3,0,0,0,IT,medium
EX149228,0.45,0.64,3,169,10,0,0,0,IT,medium
KB710955,0.77,0.64,3,190,10,1,0,0,IT,medium
MF903316,0.77,0.63,4,236,7,0,0,0,IT,medium
CK297443,0.5,0.92,4,266,7,0,0,0,product_mng,medium
RA818814,0.45,0.42,4,156,7,0,0,0,product_mng,high
HD719152,0.81,0.47,4,153,7,0,0,0,product_mng,low
US681999,0.83,0.67,3,175,3,0,0,0,product_mng,medium
UT238189,0.47,0.76,6,174,10,0,0,0,IT,medium
SZ936797,0.25,0.89,4,154,10,0,0,0,management,high
MD403964,0.89,0.55,5,251,10,0,0,0,management,high
HT177424,0.97,0.57,3,164,10,0,0,0,management,high
PH861766,0.6,0.65,2,225,10,0,0,0,management,high
PP396070,0.67,0.72,2,134,10,0,0,0,management,high
OU273567,0.89,0.77,3,144,3,0,0,0,management,high
GA801911,0.6,0.91,5,211,3,0,0,0,sales,low
SB266816,0.64,0.79,4,139,3,0,0,0,sales,low
OE526938,0.57,0.66,3,268,3,0,0,0,sales,low
FB520761,0.56,0.98,5,171,3,1,0,0,sales,low
ZN622249,0.6,0.9,4,260,2,0,0,0,sales,medium
PC849712,0.17,0.66,6,224,3,0,0,0,sales,medium
ZI267695,0.74,0.49,4,233,3,0,0,0,sales,medium
IO715313,0.44,0.41,3,125,7,0,0,0,sales,medium
SY583905,0.51,0.89,4,233,7,0,0,0,sales,medium
QT687963,0.86,0.57,3,162,7,0,0,0,sales,medium
JZ609060,0.96,0.48,4,198,7,0,0,0,sales,medium
MK942528,0.87,0.82,4,198,7,0,0,0,sales,medium
PH558011,0.58,0.79,3,243,3,1,0,0,sales,medium
ZP440749,0.24,0.56,4,281,7,0,0,0,sales,medium
JQ497335,0.42,0.8,4,259,7,1,0,0,sales,medium
QZ957149,0.65,0.94,4,184,7,0,0,0,sales,medium
US939343,0.73,0.92,6,189,3,1,0,0,sales,medium
JC856574,0.63,0.6,4,258,3,0,0,0,sales,medium
BV168941,0.95,0.48,4,225,3,0,0,0,sales,medium
AZ697218,0.52,0.83,5,145,3,0,0,0,sales,medium
NC206499,0.96,0.55,3,164,3,0,0,0,sales,medium
MS511083,0.66,0.51,4,254,2,0,0,0,sales,medium
NM654560,0.98,0.44,4,154,6,1,0,0,sales,medium
RM304988,0.56,0.79,5,248,3,0,0,0,sales,medium
FR152390,0.97,0.54,3,154,8,1,0,0,sales,medium
KC691280,0.72,0.92,3,242,8,0,0,0,sales,medium
NM906542,0.74,0.78,4,194,8,0,0,0,sales,medium
JI271631,0.2,0.6,5,261,8,0,0,0,sales,medium
EX460217,0.73,0.56,3,245,8,0,0,0,sales,medium
MV724411,0.76,0.79,3,247,3,0,0,0,sales,low
IE755658,0.65,0.54,4,147,10,0,0,0,sales,low
QJ305921,0.66,0.5,3,139,10,1,0,0,sales,low
VR591988,0.96,0.97,6,137,10,0,0,0,sales,low
UP200751,0.57,0.55,4,177,8,0,0,0,sales,low
BV355733,0.61,0.82,4,184,8,0,0,0,IT,low
SK462823,0.57,0.69,3,212,8,0,0,0,product_mng,low
EG178830,0.59,0.47,3,159,4,0,0,0,product_mng,low
ZW627414,0.92,0.68,4,178,3,0,0,0,product_mng,low
YE867891,0.79,0.56,3,149,10,0,0,0,product_mng,low
GU445423,0.95,0.66,4,223,10,0,0,0,IT,low
SS734878,0.24,0.81,6,263,7,0,0,0,management,high
DM189405,0.49,0.52,4,161,7,0,0,0,management,high
MJ232359,0.49,0.68,3,192,7,0,0,0,management,high
DW575112,0.97,0.51,5,215,7,0,0,0,management,high
FN955217,0.55,0.78,4,261,3,0,0,0,management,high
CL166081,0.76,0.56,5,222,10,0,0,0,management,high
EW935927,0.53,0.99,3,223,10,0,0,0,marketing,low
OU176666,0.51,0.86,3,182,10,0,0,0,sales,low
SA961386,0.57,0.93,2,204,10,0,0,0,accounting,low
CB456615,0.58,0.91,3,195,10,0,0,0,support,low
EC249945,0.6,0.98,4,146,10,0,0,0,technical,low
EJ308365,0.65,0.74,4,233,4,1,0,0,management,low
UV346963,0.91,0.75,2,147,3,0,0,0,marketing,low
FL342747,0.65,0.55,3,156,5,0,0,0,marketing,low
FB558495,0.18,0.49,3,240,2,1,0,0,marketing,low
EI265213,0.66,0.9,4,177,7,0,0,0,sales,low
YK735622,0.78,0.8,3,135,7,0,0,0,sales,medium
YK597643,0.82,0.65,5,178,7,1,0,0,sales,medium
CM278517,0.54,0.64,3,190,7,0,0,0,sales,medium
XN454005,0.95,0.84,3,240,7,0,0,0,sales,medium
TE902580,0.65,0.85,4,172,3,0,0,0,sales,medium
XZ930358,0.83,0.55,3,271,7,0,0,0,sales,medium
KN611235,0.15,0.6,5,188,7,0,0,0,sales,medium
CM631669,0.59,0.59,4,197,7,0,0,0,IT,medium
SH827339,0.99,0.94,5,151,3,0,0,0,product_mng,medium
SK256408,0.76,0.72,3,263,3,0,0,0,product_mng,medium
WR521840,0.64,0.67,2,223,3,0,0,0,product_mng,medium
LE665810,0.95,0.75,4,151,3,0,0,0,product_mng,medium
FK212358,0.53,0.66,3,191,3,0,0,0,IT,high
ES628090,0.59,0.5,2,162,2,0,0,0,management,high
GC313439,0.69,0.86,5,195,6,0,0,0,management,high
TY790200,0.5,0.49,4,222,3,0,0,0,management,high
KQ601832,0.89,0.96,3,179,8,0,0,0,management,high
AT687415,0.56,0.39,3,106,8,0,0,0,management,high
GT317486,0.77,0.68,3,214,8,1,0,0,management,high
KW554638,0.15,0.75,3,259,8,1,0,0,marketing,high
CU242003,0.88,0.58,3,145,8,0,0,0,sales,low
JK972351,0.89,0.86,4,153,3,0,0,0,accounting,low
RB583110,0.65,0.52,2,117,10,1,0,0,support,low
JA747896,0.58,0.99,3,207,10,0,0,0,technical,low
MT462485,0.56,0.85,3,265,10,1,0,0,management,low
QM246772,0.25,0.72,5,279,8,0,0,0,marketing,low
EW169929,0.87,0.89,4,225,8,0,0,0,marketing,low
YW736334,0.62,0.4,3,158,8,1,0,0,marketing,low
TZ763144,0.72,0.75,4,211,4,0,0,0,sales,medium
BL534015,0.49,0.94,4,175,3,0,0,0,sales,medium
ZD397037,0.57,0.91,4,224,10,0,0,0,sales,medium
KN986310,0.63,0.65,3,190,10,0,0,0,sales,medium
TH527543,0.91,0.63,5,240,7,0,0,0,sales,medium
RU444867,0.7,0.68,5,225,7,0,0,0,sales,medium
FB253120,0.66,0.95,5,192,7,0,0,0,sales,medium
YP853938,0.77,0.48,5,262,7,0,0,0,IT,medium
IG644630,0.68,0.97,3,250,3,1,0,0,product_mng,medium
IV411096,0.34,0.46,3,155,10,0,0,0,product_mng,medium
XX747040,0.97,0.64,4,238,10,1,0,0,product_mng,medium
UM689972,0.57,0.75,4,249,10,0,0,0,product_mng,medium
KR216319,0.66,0.65,3,272,10,0,0,0,IT,medium
PN823124,0.68,0.67,4,162,10,0,0,0,management,high
VW677886,0.49,0.78,4,254,10,0,0,0,management,high
TJ566353,0.72,0.66,4,184,3,0,0,0,management,high
ZP370610,0.77,0.89,4,269,10,0,0,0,management,high
AQ863944,0.77,0.73,3,201,10,0,0,0,management,high
AK260435,0.59,0.73,4,247,10,0,0,0,management,high
MQ424077,0.41,0.67,6,221,10,0,0,0,marketing,medium
XD148521,0.94,0.64,5,247,10,0,0,0,sales,medium
WU328149,0.91,0.61,4,135,10,0,0,0,accounting,medium
HQ333766,0.7,0.84,3,260,4,1,0,0,support,medium
QD676766,0.51,0.52,3,188,3,0,0,0,technical,high
GJ465845,0.22,0.7,4,159,5,0,0,0,management,low
VM502006,0.69,0.65,3,153,2,0,0,0,marketing,medium
UP633305,0.2,0.68,5,167,7,0,0,0,marketing,medium
YJ723249,0.9,0.85,3,158,7,0,0,0,marketing,medium
OI388469,0.76,0.85,3,180,7,0,0,0,sales,medium
ZC945597,0.88,0.51,3,211,7,0,0,0,sales,medium
QD359725,0.31,0.63,4,104,7,1,0,0,sales,medium
UR515630,0.17,0.66,6,174,3,0,0,0,sales,medium
XS639210,0.91,0.77,3,195,7,0,0,0,sales,medium
VT243582,0.97,0.38,5,211,7,1,0,0,sales,medium
VY652766,0.61,0.77,5,232,7,0,0,0,sales,medium
ND306385,0.74,0.67,5,216,3,0,0,0,sales,low
CY529929,0.65,0.82,5,265,3,0,0,0,IT,low
FB557982,0.87,0.73,5,184,3,0,0,0,product_mng,low
VR652910,0.56,0.71,5,244,3,0,0,0,product_mng,low
OR797089,0.78,0.69,4,202,3,0,0,0,product_mng,low
DR316154,0.73,0.57,3,146,2,0,0,0,product_mng,low
GN594608,0.66,0.78,4,161,6,0,0,0,IT,low
AL919903,0.15,0.81,5,280,3,1,0,0,RandD,high
HE616190,0.52,0.69,5,208,8,1,0,0,RandD,low
WE551477,0.44,0.66,6,134,8,0,0,0,RandD,high
AU445947,0.7,0.7,3,162,8,0,0,0,RandD,high
XJ155433,0.63,0.52,5,209,8,1,0,0,RandD,low
XP613033,0.89,0.59,3,265,8,0,0,0,RandD,low
NQ323159,0.96,0.85,4,173,3,0,0,0,marketing,high
LU252251,0.98,0.99,4,261,10,1,0,0,sales,low
TK296113,0.62,0.82,3,204,10,0,0,0,accounting,medium
KS279153,0.62,0.73,3,144,10,1,0,0,support,high
KR858356,0.69,0.43,5,113,8,0,0,0,technical,medium
WC436027,0.5,0.91,4,144,8,0,0,0,management,medium
LR744928,0.71,0.93,5,140,8,0,0,0,marketing,medium
RD389248,0.5,0.68,3,245,4,0,0,0,marketing,medium
CD281619,0.93,0.6,3,188,3,0,0,0,marketing,high
WN897907,0.95,0.77,5,199,10,1,0,0,sales,medium
MA993721,0.17,0.61,6,154,10,1,0,0,sales,medium
TO955323,0.92,0.68,4,138,7,0,0,0,sales,medium
OY569956,0.64,0.48,3,147,7,0,0,0,sales,high
SB263961,0.27,0.42,6,173,7,0,0,0,sales,medium
SZ405085,0.66,0.87,3,223,7,0,0,0,sales,high
JE465761,0.59,0.69,3,200,3,0,0,0,sales,low
IP937935,0.93,0.98,4,189,10,0,0,0,sales,medium
GJ263296,0.58,0.67,5,133,10,0,0,0,technical,medium
LG947443,0.96,0.6,3,160,10,0,0,0,support,medium
IF160771,0.69,0.85,3,153,10,0,0,0,support,medium
GW908112,0.41,0.38,4,142,10,1,0,0,support,low
AJ871564,0.36,0.41,3,167,10,0,0,0,support,low
MI392542,0.71,0.78,4,227,2,0,0,0,support,low
QO591966,0.94,0.9,4,144,4,0,0,0,support,low
PZ232335,0.51,0.76,4,140,3,0,0,0,support,low
QO184100,0.83,0.48,4,220,3,1,0,0,support,low
WB605485,0.22,0.62,3,180,3,0,0,0,support,low
SE520181,0.66,0.89,4,173,4,0,0,0,support,low
WG734663,0.14,0.58,3,179,5,0,0,0,support,low
LA302355,0.16,0.96,5,137,5,1,0,0,technical,low
WC883024,0.81,0.78,3,165,3,0,0,0,technical,high
QB517885,0.73,0.94,3,177,3,0,0,0,technical,low
KH999333,0.7,0.58,5,168,3,0,0,0,management,low
KW492876,0.62,0.73,3,245,4,0,0,0,IT,low
EJ640947,0.5,0.83,5,258,2,0,0,0,IT,low
UX598489,0.7,0.88,3,159,2,0,0,0,IT,high
EI374467,0.53,0.73,3,163,3,1,0,0,IT,low
KS371544,0.87,0.9,3,174,2,0,0,0,IT,low
DG706502,0.59,0.6,3,214,2,1,0,0,product_mng,low
AF677694,0.94,0.67,4,191,3,1,0,0,product_mng,high
RB334334,0.2,0.53,5,272,5,0,0,0,product_mng,low
TK899294,0.42,0.44,3,183,2,0,0,0,product_mng,medium
RD985729,0.43,0.66,4,135,2,0,0,0,IT,high
ZO281834,0.43,0.76,6,154,2,0,0,0,management,high
RP353131,0.77,0.86,5,238,3,0,0,0,management,high
MV919429,0.76,0.98,2,235,3,0,0,0,management,high
OV785434,0.82,0.9,3,215,4,0,0,0,management,high
GD178150,0.75,0.66,5,234,2,0,0,0,management,high
PX843312,0.63,0.98,4,187,3,0,0,0,management,high
OO893261,0.51,0.75,3,133,3,0,0,0,sales,medium
WW770196,0.23,0.7,3,123,5,0,0,0,sales,medium
ZD915521,0.77,0.58,4,202,3,0,0,0,sales,medium
CF293398,0.54,0.63,4,140,3,0,0,0,sales,medium
VI126996,0.63,0.85,4,182,3,1,0,0,sales,high
VI585813,0.55,0.45,3,179,2,1,0,0,sales,low
CL961031,0.31,0.63,3,150,3,1,0,0,sales,medium
GQ144244,0.98,0.74,4,151,3,0,0,0,sales,medium
TP844350,0.16,0.95,6,117,7,0,0,0,sales,medium
FC574387,0.54,0.78,3,156,7,0,0,0,sales,medium
VB864855,0.73,0.48,3,211,7,0,0,0,sales,medium
QC463117,0.16,0.63,6,286,7,0,0,1,sales,medium
SP458454,0.57,0.82,5,233,7,0,0,1,sales,medium
ZC274683,0.88,0.88,4,222,3,1,0,1,sales,medium
DO546904,0.95,0.81,4,258,7,0,0,1,sales,medium
EY738818,0.93,0.7,5,231,7,0,0,1,sales,high
ZK274017,0.91,0.58,3,220,7,0,0,1,sales,low
RL753745,0.77,0.82,4,134,3,0,0,1,sales,low
TA338081,0.24,0.94,6,141,3,1,0,0,sales,low
UB174600,0.74,0.74,5,160,3,1,0,0,sales,high
XJ208362,0.53,0.59,4,259,3,0,0,0,sales,low
UZ996575,0.89,0.77,5,232,3,0,0,0,sales,low
VL247453,0.23,0.77,5,272,2,0,0,0,sales,low
IH747968,0.69,0.66,3,215,6,0,0,0,sales,high
MP871543,0.52,0.72,4,222,3,0,0,0,sales,low
FE929733,0.9,0.58,3,244,8,0,0,0,sales,low
VZ125728,0.92,0.63,5,224,8,1,0,0,sales,low
AM184272,0.72,0.59,5,200,8,1,0,0,sales,low
JA570672,0.92,0.61,4,143,8,0,0,0,sales,low
DE236779,0.79,0.86,5,238,8,0,0,0,sales,low
QJ538271,0.48,0.89,4,145,3,0,0,0,sales,low
PV394020,0.27,0.76,4,108,10,0,0,0,sales,medium
QD993455,0.67,0.49,3,247,10,0,0,0,sales,medium
QF359572,0.48,0.7,3,213,10,0,0,0,sales,medium
TY232067,0.99,0.6,4,209,8,1,0,0,IT,medium
IA552742,0.49,0.88,4,240,8,0,0,0,product_mng,medium
NA567265,0.39,0.45,3,100,8,1,0,0,product_mng,medium
DB854829,0.99,0.92,4,265,4,1,0,0,product_mng,medium
KX581185,0.78,0.57,3,209,3,0,0,0,product_mng,medium
CI779008,0.5,0.73,3,154,10,0,0,0,IT,medium
LW154999,0.61,0.79,5,230,10,0,0,0,management,high
AC264706,0.88,0.6,4,208,7,0,0,1,management,high
JQ720079,0.44,0.44,2,141,7,1,0,1,management,high
SG979218,0.73,0.78,3,262,7,1,0,1,management,high
YS889630,0.58,0.84,4,206,7,0,0,1,management,high
DQ819421,0.74,0.98,3,166,3,1,0,1,management,high
XL576357,0.32,0.48,4,117,10,0,0,1,marketing,medium
BH413678,0.88,0.83,4,273,10,0,0,0,sales,medium
LV685675,0.81,0.9,4,270,10,0,0,0,accounting,medium
GE261472,0.59,0.92,3,138,10,0,0,0,support,low
XB250750,0.79,0.65,3,235,10,0,0,0,technical,low
FQ769919,0.92,0.64,4,190,10,1,0,0,management,low
ZB295310,0.76,0.85,3,192,3,0,0,0,marketing,low
DW586406,0.91,0.65,5,214,3,1,0,0,marketing,low
RK520367,0.8,0.84,4,242,2,1,0,0,marketing,low
TX650737,0.73,0.72,4,233,2,0,0,0,sales,low
IL191988,0.88,0.53,3,218,4,0,0,0,sales,low
RI842516,0.65,0.4,5,125,4,0,0,0,sales,low
WU248139,0.84,0.5,4,178,2,0,0,0,sales,low
PH875432,0.93,0.5,5,272,3,0,0,0,sales,low
EW931835,0.64,0.6,3,265,4,0,0,0,sales,low
XQ374172,0.66,0.72,4,271,3,0,0,0,sales,low
YE444681,0.76,0.56,3,179,3,1,0,0,sales,low
CX632461,0.34,0.72,3,118,4,0,0,0,IT,low
QJ738132,0.48,0.8,4,196,5,0,0,0,product_mng,low
RL719433,0.79,0.61,4,173,2,0,0,0,product_mng,low
KQ578110,0.82,0.67,4,156,3,0,0,0,product_mng,low
BB563788,0.51,0.71,2,180,3,0,0,0,product_mng,low
YM218073,0.84,0.78,4,263,3,0,0,0,IT,low
YJ272081,0.66,0.79,5,134,3,0,0,0,management,high
UX339008,0.72,0.88,3,189,3,1,0,0,management,high
KJ906808,0.53,0.91,4,167,4,0,0,0,management,high
TX908343,0.81,0.8,5,132,2,1,0,0,management,high
VY269885,0.58,0.9,3,209,2,0,0,0,management,high
JW379982,0.82,0.56,2,227,5,1,0,0,management,high
EY216952,0.72,0.99,4,239,3,0,0,0,marketing,medium
BW211739,0.9,0.54,4,172,4,0,0,0,sales,medium
TR519021,0.98,0.91,3,188,4,0,0,0,accounting,medium
CP638285,0.56,0.74,3,265,3,0,0,0,support,medium
FL334702,0.77,0.82,3,153,3,1,0,0,technical,medium
RI938247,0.61,0.89,4,242,2,0,0,0,management,medium
PN984018,0.97,0.61,4,262,3,1,0,1,marketing,medium
MJ341205,0.64,0.55,3,246,2,0,0,1,marketing,high
SN607074,0.99,0.97,4,211,2,0,0,1,marketing,low
EF175823,0.61,0.42,3,145,4,0,0,1,sales,medium
MM160877,0.72,0.71,4,256,3,0,0,1,sales,medium
ON705077,0.67,0.91,2,245,2,1,0,1,sales,medium
NL709008,0.9,0.56,3,151,3,0,0,0,sales,medium
TA747143,0.9,0.73,4,245,2,0,0,0,sales,low
EB182907,0.63,0.61,4,171,3,0,0,0,sales,low
PV439924,0.64,0.88,3,252,2,0,0,0,sales,low
RL405015,0.44,0.65,3,175,2,0,0,0,IT,low
DH460367,0.64,0.94,4,210,3,0,0,0,product_mng,low
UX363266,0.65,0.95,2,180,2,0,0,0,product_mng,low
LN913151,0.69,0.9,5,103,5,0,0,0,product_mng,low
DT758378,0.93,0.51,4,110,3,0,0,0,product_mng,low
VP591864,0.73,0.9,5,184,3,0,0,0,IT,low
OU294916,0.83,0.6,4,161,2,0,0,0,management,high
AY304344,0.82,0.49,5,210,3,0,0,0,management,high
SW492586,0.39,0.91,2,212,2,0,0,0,management,high
EK930331,0.53,0.47,6,106,6,0,0,0,management,high
BG471530,0.88,0.81,4,179,3,0,0,0,management,high
TS149809,0.8,0.6,5,217,3,0,0,0,management,high
HH204176,0.68,0.79,4,184,3,0,0,0,marketing,low
XJ828800,0.66,0.6,3,210,2,0,0,0,sales,low
HZ769769,0.61,0.61,4,246,2,0,0,0,accounting,low
EX561399,0.74,0.55,4,262,3,0,0,0,support,low
SF836360,0.61,0.83,4,245,3,1,0,1,technical,low
HV636074,0.57,0.99,3,222,3,1,0,1,management,low
JQ618508,0.68,0.54,4,146,4,0,0,1,marketing,medium
MT807598,0.75,0.79,4,263,3,0,0,1,marketing,medium
EV175422,0.29,0.57,5,134,2,0,0,1,marketing,medium
VT151147,0.81,0.81,5,250,4,0,0,1,sales,medium
MH535445,0.53,0.68,4,173,3,0,0,0,sales,medium
BJ260361,0.42,0.96,6,173,3,0,0,0,sales,medium
UN837912,0.64,0.67,4,252,3,1,0,0,sales,medium
WO867548,0.63,0.5,2,230,4,0,0,0,sales,medium
FV769383,0.81,0.81,4,212,2,1,0,0,sales,medium
QN768289,0.71,0.66,5,187,2,0,0,0,sales,medium
PS823515,0.7,0.83,5,241,2,0,0,0,sales,medium
BP260170,0.53,1,3,164,4,0,0,0,IT,medium
FB814509,0.16,0.93,6,218,6,1,0,0,product_mng,high
GU231859,0.17,0.55,4,194,3,0,0,0,product_mng,low
UL878168,0.7,0.95,3,158,2,0,0,0,product_mng,medium
GH830131,0.43,0.88,2,149,4,0,0,0,product_mng,medium
EU667939,0.49,0.62,4,161,2,0,0,0,IT,medium
ZE894710,0.5,0.9,5,226,2,0,0,0,management,high
ZW625893,0.57,0.59,2,111,2,0,0,0,management,high
NZ911969,0.68,0.75,4,258,3,0,0,0,management,high
JT542695,0.62,0.61,3,266,2,0,0,0,management,high
PB983461,0.69,0.75,3,253,3,0,0,0,management,high
GL909563,0.63,0.7,5,160,3,0,0,0,management,high
JE692417,0.76,0.62,5,230,3,1,0,0,marketing,low
NV641534,0.62,0.76,5,198,3,0,0,0,sales,low
IH297219,0.82,0.69,3,250,3,0,0,0,accounting,low
ZQ530201,0.2,0.7,4,225,5,0,0,0,support,low
AX865607,0.16,0.7,3,178,3,1,0,0,technical,low
CE162538,0.2,0.78,4,196,3,0,0,0,management,low
ET245419,0.53,0.51,4,240,2,0,0,0,marketing,low
OB795172,0.71,0.63,3,204,3,0,0,0,marketing,low
ZD692640,0.7,0.93,3,250,3,0,0,0,marketing,low
BH694404,0.92,0.94,2,224,2,0,0,0,sales,low
PV532664,0.81,0.92,4,268,3,0,0,0,sales,low
JU974761,0.79,0.62,5,167,3,0,0,0,sales,low
CM509242,0.53,0.64,3,168,3,0,0,0,sales,low
TY307409,0.51,0.56,4,168,2,0,0,0,sales,low
AQ798148,0.78,0.9,5,158,3,0,0,0,sales,low
UU975774,0.5,0.91,3,240,3,0,0,0,sales,low
WF699690,0.92,1,4,261,4,0,0,0,sales,medium
AY352014,0.59,0.54,4,176,2,0,0,0,technical,medium
BD474920,0.77,0.55,3,217,3,0,0,0,support,medium
YZ126453,0.74,0.87,5,224,2,0,0,0,support,medium
PB542850,0.67,0.97,4,196,3,0,0,0,support,medium
SH300632,0.56,0.59,3,223,3,0,0,0,support,medium
LB804300,0.84,0.44,5,131,5,1,0,0,support,medium
ZR676818,0.53,0.77,2,167,2,0,0,0,support,medium
PU650619,0.86,0.71,5,273,3,0,0,0,support,medium
SV569051,0.77,0.68,3,98,3,0,0,0,support,medium
PX237036,0.97,0.94,4,253,3,0,0,0,support,medium
VZ714687,0.69,0.87,5,174,3,0,0,0,support,medium
AZ312581,0.73,0.9,3,274,2,0,0,0,support,high
PY317261,0.42,0.47,6,174,5,0,0,0,technical,low
YN206400,0.4,0.47,5,173,5,0,0,0,technical,medium
QO143699,0.33,0.41,2,198,4,0,0,0,technical,medium
GW527873,0.68,0.66,3,238,2,0,0,0,management,medium
OX467099,0.78,0.8,3,256,2,0,0,0,IT,medium
GF744717,0.92,0.6,3,179,2,0,0,0,IT,low
IR820582,0.66,0.66,4,273,4,1,0,0,IT,low
FY321302,0.6,0.45,3,104,4,0,0,0,IT,low
TG867644,0.86,0.83,4,208,3,1,0,0,IT,low
TD156872,0.61,0.49,3,275,2,0,0,0,product_mng,low
RM294122,0.71,0.68,3,231,2,1,0,0,product_mng,low
NL441502,0.86,0.62,4,186,3,0,0,0,product_mng,low
AU721198,0.96,0.59,3,241,3,0,0,0,product_mng,low
